MergeSort,60000,0.25
MergeSort,60000,0.29
MergeSort,60000,0.25
MergeSort,60000,0.26
MergeSort,60000,0.28
MergeSort,60000,0.31
MergeSort,60000,0.25
MergeSort,60000,0.28
MergeSort,60000,0.3
MergeSort,60000,0.31
MergeSort,70000,0.33
MergeSort,70000,0.3
MergeSort,70000,0.34
MergeSort,70000,0.29
MergeSort,70000,0.29
MergeSort,70000,0.31
MergeSort,70000,0.34
MergeSort,70000,0.34
MergeSort,70000,0.28
MergeSort,70000,0.26
MergeSort,80000,0.38
MergeSort,80000,0.36
MergeSort,80000,0.38
MergeSort,80000,0.36
MergeSort,80000,0.37
MergeSort,80000,0.36
MergeSort,80000,0.37
MergeSort,80000,0.37
MergeSort,80000,0.36
MergeSort,80000,0.39
MergeSort,90000,0.41
MergeSort,90000,0.41
MergeSort,90000,0.38
MergeSort,90000,0.41
MergeSort,90000,0.37
MergeSort,90000,0.41
MergeSort,90000,0.38
MergeSort,90000,0.41
MergeSort,90000,0.46
MergeSort,90000,0.39
MergeSort,100000,0.45
MergeSort,100000,0.52
MergeSort,100000,0.46
MergeSort,100000,0.55
MergeSort,100000,0.56
MergeSort,100000,0.64
MergeSort,100000,0.37
MergeSort,100000,0.56
MergeSort,100000,0.48
MergeSort,100000,0.47
MergeSort,110000,0.49
MergeSort,110000,0.39
MergeSort,110000,0.55
MergeSort,110000,0.58
MergeSort,110000,0.52
MergeSort,110000,0.51
MergeSort,110000,0.54
MergeSort,110000,0.48
MergeSort,110000,0.56
MergeSort,110000,0.44
MergeSort,120000,0.55
MergeSort,120000,0.46
MergeSort,120000,0.52
MergeSort,120000,0.44
MergeSort,120000,0.55
MergeSort,120000,0.47
MergeSort,120000,0.55
MergeSort,120000,0.49
MergeSort,120000,0.44
MergeSort,120000,0.54
MergeSort,130000,0.56
MergeSort,130000,0.56
MergeSort,130000,0.56
MergeSort,130000,0.53
MergeSort,130000,0.51
MergeSort,130000,0.53
MergeSort,130000,0.52
MergeSort,130000,0.53
MergeSort,130000,0.51
MergeSort,130000,0.5
MergeSort,140000,0.44
MergeSort,140000,0.62
MergeSort,140000,0.58
MergeSort,140000,0.49
MergeSort,140000,0.53
MergeSort,140000,0.6
MergeSort,140000,0.5
MergeSort,140000,0.54
MergeSort,140000,0.47
MergeSort,140000,0.48
MergeSort,150000,0.6
MergeSort,150000,0.73
MergeSort,150000,0.63
MergeSort,150000,0.54
MergeSort,150000,0.5
MergeSort,150000,0.51
MergeSort,150000,0.48
MergeSort,150000,0.49
MergeSort,150000,0.65
MergeSort,150000,0.61
