RadixSort,60000,0.39
RadixSort,60000,0.34
RadixSort,60000,0.37
RadixSort,60000,0.32
RadixSort,60000,0.32
RadixSort,60000,0.38
RadixSort,60000,0.32
RadixSort,60000,0.32
RadixSort,60000,0.32
RadixSort,60000,0.39
RadixSort,70000,0.37
RadixSort,70000,0.38
RadixSort,70000,0.37
RadixSort,70000,0.44
RadixSort,70000,0.37
RadixSort,70000,0.44
RadixSort,70000,0.38
RadixSort,70000,0.38
RadixSort,70000,0.44
RadixSort,70000,0.37
RadixSort,80000,0.5
RadixSort,80000,0.43
RadixSort,80000,0.43
RadixSort,80000,0.43
RadixSort,80000,0.42
RadixSort,80000,0.43
RadixSort,80000,0.51
RadixSort,80000,0.43
RadixSort,80000,0.43
RadixSort,80000,0.43
RadixSort,90000,0.48
RadixSort,90000,0.49
RadixSort,90000,0.48
RadixSort,90000,0.48
RadixSort,90000,0.48
RadixSort,90000,0.49
RadixSort,90000,0.48
RadixSort,90000,0.48
RadixSort,90000,0.48
RadixSort,90000,0.49
RadixSort,80000,0.42
RadixSort,80000,0.43
RadixSort,80000,0.49
RadixSort,80000,0.42
RadixSort,80000,0.5
RadixSort,80000,0.43
RadixSort,80000,0.5
RadixSort,80000,0.43
RadixSort,80000,0.42
RadixSort,80000,0.43
RadixSort,90000,0.49
RadixSort,90000,0.48
RadixSort,90000,0.48
RadixSort,90000,0.49
RadixSort,90000,0.55
RadixSort,90000,0.48
RadixSort,90000,0.48
RadixSort,90000,0.48
RadixSort,90000,0.49
RadixSort,90000,0.48
RadixSort,100000,0.54
RadixSort,100000,0.53
RadixSort,100000,0.54
RadixSort,100000,0.55
RadixSort,100000,0.56
RadixSort,100000,0.54
RadixSort,100000,0.54
RadixSort,100000,0.55
RadixSort,100000,0.53
RadixSort,100000,0.54
RadixSort,110000,0.61
RadixSort,110000,0.58
RadixSort,110000,0.6
RadixSort,110000,0.59
RadixSort,110000,0.59
RadixSort,110000,0.62
RadixSort,110000,0.59
RadixSort,110000,0.6
RadixSort,110000,0.59
RadixSort,110000,0.6
RadixSort,120000,0.65
RadixSort,120000,0.65
RadixSort,120000,0.64
RadixSort,120000,0.65
RadixSort,120000,0.64
RadixSort,120000,0.65
RadixSort,120000,0.64
RadixSort,120000,0.66
RadixSort,120000,0.64
RadixSort,120000,0.65
RadixSort,130000,0.7
RadixSort,130000,0.72
RadixSort,130000,0.7
RadixSort,130000,0.7
RadixSort,130000,0.71
RadixSort,130000,0.7
RadixSort,130000,0.7
RadixSort,130000,0.71
RadixSort,130000,0.7
RadixSort,130000,0.71
RadixSort,140000,0.75
RadixSort,140000,0.76
RadixSort,140000,0.76
RadixSort,140000,0.75
RadixSort,140000,0.76
RadixSort,140000,0.76
RadixSort,140000,0.77
RadixSort,140000,0.75
RadixSort,140000,0.76
RadixSort,140000,0.75
RadixSort,150000,0.8
RadixSort,150000,0.81
RadixSort,150000,0.81
RadixSort,150000,0.81
RadixSort,150000,0.81
RadixSort,150000,0.81
RadixSort,150000,0.81
RadixSort,150000,0.8
RadixSort,150000,0.82
RadixSort,150000,0.81
